Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
123,Christopher Antwi-Adjei\0a3f6cde,gh GHA,MFFW,Paderborn 07,de Bundesliga,25,1994,34,2470,73,80.7,27.4,28,83,20,6,24,0,0.59,29,60,-31,-1.13,-0.21,31.0,54.7,-23.7,-0.86,-0.05,Matches
124,Anuar\c93231dc,ma MAR,MFFW,Valladolid,es La Liga,24,1995,11,189,17,5.5,2.1,1,52,0,10,14,1,1.00,4,8,-4,-1.90,-1.71,1.7,5.5,-3.8,-1.82,-1.63,Matches
125,Houssem Aouar\a5db0bec,fr FRA,MFFW,Lyon,fr Ligue 1,21,1998,25,1956,78,77.6,21.7,23,84,14,2,14,1,1.32,30,23,+7,+0.32,-0.95,28.1,22.1,+6.1,+0.28,-0.54,Matches
126,Adil Aouchiche\b94b8be1,fr FRA,MF,Paris S-G,fr Ligue 1,17,2002,1,64,64,2.6,0.7,1,64,0,0,,3,3.00,2,0,+2,+2.81,+0.95,1.4,0.3,+1.0,+1.47,-0.32,Matches
127,Shinta Appelkamp\fc073770,de GER,MF,Düsseldorf,de Bundesliga,18,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
128,Dennis Appiah\feb5d3ab,fr FRA,DF,Nantes,fr Ligue 1,27,1992,19,1605,84,63.7,17.8,18,88,16,1,28,5,1.37,16,16,0,0.00,+0.30,18.2,20.6,-2.4,-0.13,+0.20,Matches
129,Aritz Arambarri\f28876e5,es ESP,DF,Real Sociedad,es La Liga,21,1998,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
130,Mauro Arambarri\58afe001,uy URU,MF,Getafe,es La Liga,23,1995,35,3069,88,89.7,34.1,34,89,30,1,33,0,1.37,36,33,+3,+0.09,-0.68,34.1,34.8,-0.7,-0.02,+0.08,Matches
131,Guilherme Arana\2b15a82a,br BRA,DF,Atalanta,it Serie A,22,1997,4,80,20,2.3,0.9,0,,0,4,20,10,1.25,1,1,0,0.00,-1.35,1.1,0.7,+0.4,+0.45,-0.63,Matches
132,Charles Aránguiz\56413b1f,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,27,2118,78,69.2,23.5,23,85,14,4,41,0,1.85,41,26,+15,+0.64,+0.45,36.7,29.0,+7.8,+0.33,-0.03,Matches
133,Luiz Araújo\fa18c72e,br BRA,FWMF,Lille,fr Ligue 1,23,1996,21,828,39,32.9,9.2,7,84,3,14,17,5,1.48,11,14,-3,-0.33,-0.91,14.1,12.5,+1.6,+0.17,-0.27,Matches
134,Néstor Araujo\27a013f7,mx MEX,DF,Celta Vigo,es La Liga,27,1991,34,2888,85,84.4,32.1,32,87,27,2,46,1,1.00,32,42,-10,-0.31,+0.03,31.5,35.9,-4.4,-0.14,-0.16,Matches
135,Ronald Araújo\2bef2bca,uy URU,DF,Barcelona,es La Liga,20,1999,6,238,40,7.0,2.6,2,90,2,4,15,9,3.00,11,0,+11,+4.16,+3.11,7.1,2.2,+4.9,+1.84,+1.12,Matches
136,Anaitz Arbilla\850c0a0d,es ESP,DF,Eibar,es La Liga,32,1987,24,2007,84,58.7,22.3,22,90,20,2,19,1,1.00,23,39,-16,-0.72,-0.65,23.0,34.0,-11.0,-0.49,-0.57,Matches
137,Alphonse Areola\2f965a72,fr FRA,GK,Real Madrid,es La Liga,26,1993,4,360,90,10.5,4.0,4,90,4,0,,31,2.50,10,5,+5,+1.25,+0.07,6.7,4.5,+2.2,+0.54,-0.42,Matches
138,Alphonse Areola\2f965a72,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3,270,90,11.1,3.0,3,90,3,0,,1,2.00,8,2,+6,+2.00,+0.13,7.2,1.4,+5.8,+1.93,+0.17,Matches
139,Simone Aresti\a9eaccda,it ITA,GK,Cagliari,it Serie A,33,1986,0,,,,,0,,0,0,,17,,,,,,,,,,,,Matches
140,Santiago Arias\fdd60087,co COL,DF,Atlético Madrid,es La Liga,27,1992,14,1076,77,31.5,12.0,11,87,9,3,41,18,1.64,19,9,+10,+0.84,+0.30,17.3,12.1,+5.2,+0.44,-0.20,Matches
141,Nicolò Armini\2f7407fa,it ITA,DF,Lazio,it Serie A,18,2001,1,3,3,0.1,0.0,0,,0,1,3,10,3.00,1,0,+1,+30.00,+29.05,0.8,0.1,+0.7,+21.15,+20.67,Matches
142,Stuart Armstrong\97333cf5,sct SCO,MF,Southampton,eng Premier League,27,1992,30,1715,57,50.1,19.1,19,82,7,11,15,2,1.50,32,25,+7,+0.37,+1.21,28.5,28.5,0.0,0.00,-0.05,Matches
143,José Arnaiz\46e07328,es ESP,FWMF,Osasuna,es La Liga,24,1995,14,791,57,23.1,8.8,8,74,2,6,34,1,1.07,8,12,-4,-0.46,-0.32,7.0,10.6,-3.6,-0.41,-0.47,Matches
144,José Arnaiz\46e07328,es ESP,MFFW,Leganés,es La Liga,24,1995,12,337,28,9.9,3.7,2,68,1,10,20,7,0.67,1,3,-2,-0.53,+0.02,5.3,3.8,+1.4,+0.38,+0.47,Matches
145,Maximilian Arnold\86e119e0,de GER,MF,Wolfsburg,de Bundesliga,25,1994,33,2821,85,92.2,31.3,32,88,26,1,8,0,1.39,44,43,+1,+0.03,-0.34,43.2,37.0,+6.2,+0.20,-0.20,Matches
146,Jann-Fiete Arp\c21fb312,de GER,FW,Bayern Munich,de Bundesliga,19,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
147,Kepa Arrizabalaga\28d596a0,es ESP,GK,Chelsea,eng Premier League,24,1994,33,2970,90,86.8,33.0,33,90,33,0,,5,1.76,61,47,+14,+0.42,+0.22,60.0,33.0,+26.9,+0.82,+0.47,Matches
148,Kwadwo Asamoah\089550f5,gh GHA,DF,Inter,it Serie A,30,1988,8,639,80,18.7,7.1,7,89,6,1,19,15,2.38,15,5,+10,+1.41,+0.28,11.7,7.0,+4.7,+0.66,-0.21,Matches
149,Santiago Ascacíbar\e26fcca3,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,8,634,79,20.7,7.0,7,90,7,1,4,0,1.38,7,16,-9,-1.28,-1.20,7.0,10.7,-3.7,-0.53,-0.26,Matches
150,Sergio Asenjo\9f0ea33f,es ESP,GK,Villarreal,es La Liga,30,1989,34,3060,90,89.5,34.0,34,90,34,0,,4,1.62,52,41,+11,+0.32,-0.43,49.0,38.1,+10.9,+0.32,-0.05,Matches
151,Marco Asensio\45af8a54,es ESP,FW,Real Madrid,es La Liga,23,1996,9,336,37,9.8,3.7,3,67,0,6,22,2,2.78,8,3,+5,+1.34,+0.17,7.9,3.0,+4.9,+1.31,+0.43,Matches
152,Bernard Ashley-Seal\4f187520,eng ENG,FW,Wolves,eng Premier League,20,1998,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
153,Kristoffer Askildsen\a69cc629,no NOR,MF,Sampdoria,it Serie A,18,2001,4,76,19,2.2,0.8,0,,0,4,19,9,1.00,1,1,0,0.00,+0.46,2.0,1.0,+1.0,+1.21,+1.29,Matches
154,Iago Aspas\7dcf86f6,es ESP,FW,Celta Vigo,es La Liga,31,1987,37,3262,88,95.4,36.2,37,88,30,0,,0,0.97,35,48,-13,-0.36,-0.93,35.2,40.3,-5.0,-0.14,-0.57,Matches
155,Roger Assalé\5d5219b1,ci CIV,FWMF,Leganés,es La Liga,25,1993,14,531,38,15.5,5.9,2,80,0,12,31,1,1.00,6,6,0,0.00,+0.65,9.5,4.3,+5.2,+0.88,+1.09,Matches
156,Youcef Atal\6a827d8e,dz ALG,FWDF,Nice,fr Ligue 1,23,1996,13,1003,77,39.8,11.1,12,81,8,1,28,0,1.31,15,16,-1,-0.09,-0.33,11.7,17.9,-6.3,-0.56,-0.55,Matches
157,Miguel Atienza\12eda7be,es ESP,MF,Eibar,es La Liga,20,1999,3,30,10,0.9,0.3,0,,0,3,10,6,1.00,0,0,0,0.00,+0.45,0.8,0.2,+0.6,+1.84,+2.11,Matches
158,Christian Atsu\8816329f,gh GHA,FWMF,Newcastle Utd,eng Premier League,27,1992,19,749,39,21.9,8.3,6,82,3,13,20,9,1.11,4,15,-11,-1.32,-1.02,3.7,13.3,-9.7,-1.16,-0.64,Matches
159,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Arsenal,eng Premier League,30,1989,36,3136,87,91.7,34.8,35,89,31,1,33,0,1.50,51,44,+7,+0.20,-0.12,46.3,51.5,-5.1,-0.15,+0.54,Matches
160,Emil Audero\649b01d8,it ITA,GK,Sampdoria,it Serie A,22,1997,36,3240,90,94.7,36.0,36,90,36,0,,2,1.14,46,60,-14,-0.39,+1.11,45.7,49.1,-3.4,-0.10,-0.73,Matches
161,Tommaso Augello\3cd3b384,it ITA,DF,Sampdoria,it Serie A,24,1994,17,1135,67,33.2,12.6,12,88,10,5,16,21,1.18,22,19,+3,+0.24,+1.03,21.2,17.6,+3.5,+0.28,+0.50,Matches
162,Jean-Kévin Augustin\97bfa797,fr FRA,FW,Monaco,fr Ligue 1,22,1997,10,266,27,10.6,3.0,2,70,0,8,16,6,1.60,5,5,0,0.00,0.00,5.1,3.9,+1.3,+0.43,+0.16,Matches
163,Ludwig Augustinsson\9fec8860,se SWE,DF,Werder Bremen,de Bundesliga,25,1994,12,924,77,30.2,10.3,10,86,8,2,31,3,0.58,12,26,-14,-1.36,-0.82,10.9,19.9,-9.0,-0.87,-0.97,Matches
164,Giuseppe Aurelio\3bd2a854,it ITA,DF,Sassuolo,it Serie A,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
165,Serge Aurier\5c2b4f07,ci CIV,DF,Tottenham,eng Premier League,26,1992,33,2700,82,78.9,30.0,31,86,23,2,13,2,1.64,51,32,+19,+0.63,+1.26,35.9,38.9,-3.1,-0.10,+0.26,Matches
166,Brandon Austin\5e253986,eng ENG,GK,Tottenham,eng Premier League,20,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
167,Mathias Autret\7dfbba27,fr FRA,MFFW,Brest,fr Ligue 1,28,1991,23,1222,53,48.5,13.6,14,74,1,9,21,1,1.09,13,10,+3,+0.22,+0.64,14.0,16.9,-2.9,-0.21,+0.30,Matches
168,Ezequiel Ávila\253a06b9,ar ARG,FW,Osasuna,es La Liga,25,1994,20,1591,80,46.5,17.7,18,87,14,2,14,0,1.35,24,22,+2,+0.11,+0.61,25.1,19.2,+5.8,+0.33,+0.70,Matches
169,Javier Avilés\53ddba36,es ESP,MFFW,Leganés,es La Liga,21,1997,9,184,20,5.4,2.0,1,54,0,8,16,5,1.22,4,3,+1,+0.49,+1.10,2.6,3.0,-0.4,-0.19,-0.15,Matches
170,Lorenzo Avogadri\812d3750,it ITA,GK,Sampdoria,it Serie A,17,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
171,Chidozie Awaziem\70d8e84c,ng NGA,DF,Leganés,es La Liga,22,1997,26,1997,77,58.4,22.2,21,87,19,5,32,8,1.15,17,31,-14,-0.63,-0.19,23.4,24.6,-1.2,-0.05,-0.02,Matches
172,Taiwo Awoniyi\e5478b87,ng NGA,FW,Mainz 05,de Bundesliga,21,1997,12,483,40,15.8,5.4,5,62,2,7,25,8,0.67,7,9,-2,-0.37,+0.29,8.1,8.6,-0.5,-0.09,+0.34,Matches
173,Florian Ayé\718b8afd,fr FRA,FWMF,Brescia,it Serie A,22,1997,22,1380,63,40.4,15.3,15,80,8,7,25,15,0.59,12,27,-15,-0.98,+0.30,14.3,34.4,-20.1,-1.31,-0.64,Matches
174,Jordan Ayew\da052c14,gh GHA,FWMF,Crystal Palace,eng Premier League,27,1991,37,3148,85,92.0,35.0,37,85,23,0,,1,1.16,28,45,-17,-0.49,+0.18,30.5,46.3,-15.8,-0.45,+0.04,Matches
175,Kaan Ayhan\2200181e,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,31,2731,88,89.2,30.3,31,88,29,0,,0,0.94,34,54,-20,-0.66,+2.35,30.8,47.9,-17.1,-0.56,+1.11,Matches
176,Ramon Azeez\0cc474e7,ng NGA,MF,Granada,es La Liga,26,1992,25,1361,54,39.8,15.1,14,76,7,11,27,12,1.64,19,14,+5,+0.33,+0.24,14.9,15.9,-1.0,-0.06,-0.10,Matches
177,Ayman Azhil\ce81d82d,ma MAR,MF,Leverkusen,de Bundesliga,18,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
178,César Azpilicueta\53cad200,es ESP,DF,Chelsea,eng Premier League,29,1989,36,3229,90,94.4,35.9,36,90,35,0,,2,1.75,67,53,+14,+0.39,-0.08,61.9,36.7,+25.2,+0.70,-0.94,Matches
179,Ismail Azzaoui\272cfd72,be BEL,FW,Wolfsburg,de Bundesliga,21,1998,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
180,Florian Baak\150d5992,de GER,DF,Hertha BSC,de Bundesliga,20,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
181,Ludovic Baal\d3ce9f1f,gf GUF,DF,Brest,fr Ligue 1,33,1986,11,827,75,32.8,9.2,9,90,9,2,8,13,1.45,14,10,+4,+0.44,+0.81,11.4,12.3,-0.9,-0.10,+0.39,Matches
182,Iddrisu Baba\bfd381b3,gh GHA,MF,Mallorca,es La Liga,23,1996,36,2903,81,84.9,32.3,35,82,21,1,34,1,0.92,37,55,-18,-0.56,+0.66,32.4,49.9,-17.5,-0.54,+0.14,Matches
183,Khouma Babacar\422ec08a,sn SEN,FW,Lecce,it Serie A,26,1993,25,1422,57,41.6,15.8,17,69,4,8,32,2,0.76,16,33,-17,-1.08,-0.36,20.2,34.4,-14.2,-0.90,-0.19,Matches
184,Carlos Bacca\09a9e921,co COL,FWMF,Villarreal,es La Liga,32,1986,19,688,36,20.1,7.6,7,72,1,12,16,15,1.47,10,7,+3,+0.39,+0.03,10.2,6.6,+3.6,+0.48,+0.19,Matches
185,Milan Badelj\e8c930bb,hr CRO,MF,Fiorentina,it Serie A,30,1989,22,1585,72,46.3,17.6,20,79,10,2,5,15,1.05,19,26,-7,-0.40,-0.89,22.3,22.9,-0.6,-0.03,-0.35,Matches
186,Matthias Bader\3489184e,de GER,DF,Köln,de Bundesliga,22,1997,1,12,12,0.4,0.1,0,,0,1,12,5,0.00,0,0,0,0.00,+0.53,0.1,0.1,0.0,-0.15,-0.03,Matches
187,Benoît Badiashile\06df8256,fr FRA,DF,Monaco,fr Ligue 1,18,2001,16,1411,88,56.0,15.7,16,88,14,0,,12,1.44,23,23,0,0.00,0.00,27.7,23.2,+4.5,+0.29,+0.01,Matches
188,Bastian Badu\3deb2342,fr FRA,FW,Montpellier,fr Ligue 1,19,2000,1,9,9,0.4,0.1,0,,0,1,8,1,1.00,0,0,0,0.00,-0.04,0.0,0.0,0.0,+0.01,+0.09,Matches
189,Baena\89e9bdcc,es ESP,FW,Betis,es La Liga,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
190,Alex Baena\518f2234,es ESP,MF,Villarreal,es La Liga,18,2001,1,15,15,0.4,0.2,0,,0,1,15,8,0.00,1,0,+1,+6.00,+5.66,0.1,0.0,+0.1,+0.31,-0.02,Matches
191,Mohamed Bahlouli\433030e4,fr FRA,MF,Sampdoria,it Serie A,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
192,Stéphane Bahoken\5046b7d4,cm CMR,FW,Angers,fr Ligue 1,27,1992,20,907,45,36.0,10.1,10,67,1,10,24,1,1.55,14,9,+5,+0.50,+1.05,10.9,8.0,+2.9,+0.29,+0.54,Matches
193,Daniel Baier\f261abcb,de GER,MF,Augsburg,de Bundesliga,35,1984,23,1941,84,63.4,21.6,22,87,16,1,29,4,1.00,30,42,-12,-0.56,-0.07,27.5,34.4,-6.9,-0.32,+0.16,Matches
194,Leon Bailey\3a233281,jm JAM,FWMF,Leverkusen,de Bundesliga,21,1997,22,1090,50,35.6,12.1,12,67,1,10,28,1,1.86,23,17,+6,+0.50,-0.01,21.5,15.1,+6.5,+0.53,+0.30,Matches
195,Eric Bailly\a1232f4e,ci CIV,DF,Manchester Utd,eng Premier League,25,1994,4,150,38,4.4,1.7,1,90,1,3,20,10,2.50,5,1,+4,+2.40,+1.68,1.8,2.4,-0.6,-0.36,-0.99,Matches
196,Dénys Bain\5065d67d,fr FRA,DF,Brest,fr Ligue 1,26,1993,15,1268,85,50.3,14.1,13,88,12,2,59,3,1.27,16,15,+1,+0.07,+0.36,12.4,23.7,-11.3,-0.81,-0.88,Matches
197,Leighton Baines\b18095b6,eng ENG,DF,Everton,eng Premier League,34,1984,8,404,51,11.8,4.5,4,76,2,4,25,19,1.38,7,9,-2,-0.45,-0.15,8.2,6.0,+2.2,+0.50,+0.54,Matches
198,Stefan Bajic\be13e5a8,fr FRA,GK,Saint-Étienne,fr Ligue 1,17,2001,1,90,90,3.6,1.0,1,90,1,0,,5,0.00,0,1,-1,-1.00,-0.44,1.0,0.9,+0.1,+0.08,+0.33,Matches
199,Tiemoué Bakayoko\59bf127b,fr FRA,MF,Monaco,fr Ligue 1,24,1994,20,1719,86,68.2,19.1,20,86,17,0,,0,1.45,36,30,+6,+0.31,+0.99,33.6,28.7,+5.0,+0.26,-0.08,Matches
200,Lewis Baker\1b278bf5,eng ENG,MF,Düsseldorf,de Bundesliga,24,1995,8,545,68,17.8,6.1,7,76,3,1,15,8,0.50,7,13,-6,-0.99,-0.10,5.1,11.9,-6.8,-1.12,-0.53,Matches
201,Alaa Bakir\59354c83,de GER,FWMF,Dortmund,de Bundesliga,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
202,Mitchel Bakker\a8567629,nl NED,DF,Paris S-G,fr Ligue 1,19,2000,1,90,90,3.7,1.0,1,90,1,0,,2,1.00,4,4,0,0.00,-1.96,2.8,1.5,+1.3,+1.35,-0.45,Matches
203,Ridle Baku\442b56fa,de GER,DFMF,Mainz 05,de Bundesliga,21,1998,30,2351,78,76.8,26.1,26,86,23,4,31,1,1.03,32,54,-22,-0.84,-0.97,32.9,45.0,-12.2,-0.47,-0.36,Matches
204,Fabián Balbuena\3626f7d9,py PAR,DF,West Ham,eng Premier League,27,1991,17,1177,69,34.4,13.1,13,90,13,4,2,21,1.18,12,24,-12,-0.92,-0.88,13.2,22.2,-9.0,-0.69,-0.45,Matches
205,Keita Baldé\509a4ccb,sn SEN,FWMF,Monaco,fr Ligue 1,24,1995,21,858,41,34.0,9.5,9,75,2,12,15,4,1.52,17,14,+3,+0.31,+0.48,16.1,14.2,+1.9,+0.20,-0.13,Matches
206,George Baldock\394854c4,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,38,3420,90,100.0,38.0,38,90,38,0,,0,1.42,39,39,0,0.00,,41.5,47.9,-6.4,-0.17,,Matches
207,Gareth Bale\a58bb1e1,wls WAL,FWMF,Real Madrid,es La Liga,30,1989,16,1089,68,31.8,12.1,12,82,5,4,26,10,2.13,21,9,+12,+0.99,-0.28,16.4,11.0,+5.4,+0.44,-0.70,Matches
208,Mikel Balenziaga\1fe67e86,es ESP,DF,Athletic Club,es La Liga,31,1988,9,563,63,16.5,6.3,6,83,5,3,23,11,1.11,5,9,-4,-0.64,-0.86,5.0,9.0,-4.0,-0.64,-0.52,Matches
209,Leonardo Balerdi\7c3ed041,ar ARG,DFMF,Dortmund,de Bundesliga,20,1999,7,133,19,4.3,1.5,1,64,0,6,12,17,2.57,3,4,-1,-0.68,-2.03,2.6,3.4,-0.8,-0.52,-1.15,Matches
210,Marco Ballarini\8cb494c9,it ITA,MF,Udinese,it Serie A,18,2001,1,1,1,0.0,0.0,0,,0,1,1,11,3.00,0,0,0,0.00,+0.37,0.0,0.0,0.0,0.00,+0.29,Matches
211,Fodé Ballo-Touré\f449640d,sn SEN,DF,Monaco,fr Ligue 1,22,1997,21,1679,80,66.6,18.7,18,90,18,3,19,4,1.24,29,38,-9,-0.48,-1.45,35.2,27.4,+7.8,+0.42,+0.40,Matches
212,Florent Balmont\4e7bfc23,fr FRA,MF,Dijon,fr Ligue 1,39,1980,11,401,36,15.9,4.5,4,74,2,7,15,13,1.45,2,4,-2,-0.45,-0.11,3.8,5.1,-1.3,-0.28,+0.27,Matches
213,Botond Balogh\348bafd4,hu HUN,DF,Parma,it Serie A,17,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
214,Leon Balogun\78e68b4d,ng NGA,DF,Brighton,eng Premier League,31,1988,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
215,Mario Balotelli\8ff07990,it ITA,FW,Brescia,it Serie A,28,1990,19,1404,74,41.1,15.6,16,83,10,3,27,0,0.53,14,31,-17,-1.09,+0.12,18.2,27.1,-8.9,-0.57,+0.60,Matches
216,Tudor Băluță\ed33f42d,ro ROU,DFMF,Brighton,eng Premier League,20,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
217,Abdoulaye Bamba\7fecbcdb,ci CIV,DF,Angers,fr Ligue 1,29,1990,7,554,79,22.0,6.2,6,90,6,1,13,7,2.14,9,3,+6,+0.97,+1.48,6.0,6.0,0.0,+0.01,+0.08,Matches
218,Jonathan Bamba\b2bd0f6c,fr FRA,FWMF,Lille,fr Ligue 1,23,1996,26,1937,75,76.9,21.5,22,85,13,4,17,1,1.77,27,20,+7,+0.33,+0.17,29.5,22.6,+6.9,+0.32,-0.16,Matches
219,Éver Banega\fa937f7a,ar ARG,MF,Sevilla,es La Liga,31,1988,33,2475,75,72.4,27.5,28,83,16,5,30,2,1.67,34,29,+5,+0.18,-1.25,32.7,26.2,+6.5,+0.24,-0.44,Matches
220,Mattia Bani\0821331c,it ITA,DF,Bologna,it Serie A,25,1993,27,2207,82,64.5,24.5,26,84,21,1,26,2,1.26,36,40,-4,-0.16,+0.50,34.4,33.0,+1.4,+0.06,+0.30,Matches
221,Beni Baningime\ca9178af,cd COD,MF,Everton,eng Premier League,20,1998,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
222,Antonín Barák\01efac19,cz CZE,MF,Udinese,it Serie A,24,1994,8,194,24,5.7,2.2,1,69,0,7,18,13,0.63,0,3,-3,-1.39,-1.08,1.7,4.0,-2.3,-1.06,-0.82,Matches
223,Antonín Barák\01efac19,cz CZE,MF,Lecce,it Serie A,24,1994,16,1369,86,40.0,15.2,15,90,15,1,19,0,1.19,28,37,-9,-0.59,+0.46,27.2,33.9,-6.7,-0.44,+0.59,Matches
224,Federico Barba\c010b898,it ITA,DF,Valladolid,es La Liga,25,1993,5,450,90,13.2,5.0,5,90,5,0,,4,0.60,4,12,-8,-1.60,-1.51,3.9,9.5,-5.6,-1.13,-0.97,Matches
225,Théo Barbet\06d51feb,fr FRA,DF,Dijon,fr Ligue 1,18,2001,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
226,Danilo Barbosa\0557ff4f,br BRA,DFMF,Nice,fr Ligue 1,23,1996,16,1122,70,44.5,12.5,12,89,11,4,15,7,1.38,17,15,+2,+0.16,+0.10,14.8,18.9,-4.1,-0.33,-0.18,Matches
227,Francisco Barbosa\2ae958ab,es ESP,GK,Celta Vigo,es La Liga,20,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
228,Melvin Bard\1ddbc7ca,fr FRA,DF,Lyon,fr Ligue 1,18,2000,1,45,45,1.8,0.5,0,,0,1,45,1,3.00,3,0,+3,+6.00,+5.56,1.3,0.1,+1.2,+2.42,+2.06,Matches
229,Enis Bardhi\cac2537b,mk MKD,MF,Levante,es La Liga,24,1995,30,2114,70,61.8,23.5,23,85,16,7,23,2,1.33,35,34,+1,+0.04,+0.52,27.8,35.9,-8.1,-0.34,+0.40,Matches
230,Phil Bardsley\1ae30132,sct SCO,DF,Burnley,eng Premier League,34,1985,21,1890,90,55.3,21.0,21,90,21,0,,10,1.67,26,19,+7,+0.33,+1.16,27.0,24.8,+2.2,+0.10,+0.49,Matches
231,Nicolò Barella\6928979a,it ITA,MF,Inter,it Serie A,22,1997,27,2013,75,58.9,22.4,23,83,17,4,27,1,2.30,45,21,+24,+1.07,-0.27,44.7,24.1,+20.6,+0.92,+0.21,Matches
232,Philipp Bargfrede\3f7cd8f1,de GER,MF,Werder Bremen,de Bundesliga,30,1989,15,586,39,19.2,6.5,6,67,0,9,20,6,1.27,5,11,-6,-0.92,-0.16,8.1,7.8,+0.3,+0.05,+0.30,Matches
233,Antonino Barillà\a64cbd35,it ITA,MF,Parma,it Serie A,31,1988,26,1688,65,49.4,18.8,20,78,9,6,22,8,1.42,28,30,-2,-0.11,-0.16,23.3,30.0,-6.8,-0.36,+0.09,Matches
234,Kike Barja\aad53e64,es ESP,MFFW,Osasuna,es La Liga,22,1997,8,313,39,9.2,3.5,4,68,0,4,11,2,2.13,6,4,+2,+0.58,+0.86,3.9,3.1,+0.8,+0.24,+0.31,Matches
235,Ross Barkley\3a24769f,eng ENG,MF,Chelsea,eng Premier League,25,1993,21,1103,53,32.3,12.3,13,72,4,8,21,7,2.05,27,14,+13,+1.06,+0.98,26.0,10.4,+15.6,+1.27,+0.76,Matches
236,Aymen Barkok\a2a85828,ma MAR,FWMF,Düsseldorf,de Bundesliga,21,1998,3,79,26,2.6,0.9,1,45,0,2,17,3,0.00,0,3,-3,-3.42,-2.57,0.2,2.2,-2.1,-2.34,-1.70,Matches
237,Ashley Barnes\2691c772,eng ENG,FW,Burnley,eng Premier League,29,1989,19,1352,71,39.5,15.0,17,77,5,2,25,0,1.26,19,21,-2,-0.13,+0.08,16.3,13.4,+3.0,+0.20,+0.52,Matches
238,Harvey Barnes\3ea50f67,eng ENG,MFFW,Leicester City,eng Premier League,21,1997,36,2083,58,60.9,23.1,24,74,4,12,26,2,1.61,38,24,+14,+0.60,-0.20,41.0,26.1,+15.0,+0.65,+0.50,Matches
239,Antonio Barragán\487d9b09,es ESP,DF,Betis,es La Liga,32,1987,12,641,53,18.7,7.1,7,81,5,5,15,20,1.08,8,11,-3,-0.42,-0.13,9.6,9.0,+0.6,+0.08,+0.17,Matches
240,Antonio Barreca\6a189491,it ITA,DFMF,Genoa,it Serie A,24,1995,18,1095,61,32.0,12.2,11,76,4,7,37,14,1.06,13,22,-9,-0.74,-0.08,12.8,20.5,-7.8,-0.64,-0.48,Matches
241,Leandro Barreiro Martins\00242b75,lu LUX,MF,Mainz 05,de Bundesliga,19,2000,18,938,52,30.7,10.4,11,74,4,7,18,14,1.39,12,15,-3,-0.29,+0.48,12.8,14.7,-1.9,-0.18,+0.29,Matches
242,Ander Barrenetxea\200e89e1,es ESP,FWMF,Real Sociedad,es La Liga,17,2001,17,442,26,12.9,4.9,3,66,1,14,17,9,1.41,7,6,+1,+0.20,-0.01,5.4,5.1,+0.3,+0.06,-0.11,Matches
243,Édgar Barreto\43a1bea5,py PAR,MF,Sampdoria,it Serie A,35,1984,2,90,45,2.6,1.0,1,45,0,1,45,14,0.50,1,2,-1,-1.00,-0.57,1.7,1.8,-0.1,-0.11,-0.06,Matches
244,Musa Barrow\e5bf73f3,gm GAM,FW,Bologna,it Serie A,20,1998,18,1354,75,39.6,15.0,14,84,10,4,44,1,1.33,21,27,-6,-0.40,-0.09,21.4,23.1,-1.6,-0.11,-0.10,Matches
245,Musa Barrow\e5bf73f3,gm GAM,FWMF,Atalanta,it Serie A,20,1998,7,190,27,5.6,2.1,1,56,0,6,22,11,1.43,5,0,+5,+2.37,+1.11,5.8,1.4,+4.4,+2.08,+1.07,Matches
246,Fin Bartels\acc7b7ec,de GER,FWMF,Werder Bremen,de Bundesliga,32,1987,14,340,24,11.1,3.8,1,61,0,13,21,2,0.50,1,9,-8,-2.12,-1.49,3.7,5.2,-1.5,-0.39,-0.21,Matches
