Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
559,Benjamin Corgnet\cfd8dde3,fr FRA,MF,Strasbourg,fr Ligue 1,32,1987,6,3,261,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.22,0.00,0.22,0.22,0.22,Matches
560,Jack Cork\74e12f1e,eng ENG,MF,Burnley,eng Premier League,30,1989,30,30,2613,29.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.7,1.7,0.7,2.4,0.06,0.02,0.08,0.06,0.08,Matches
561,Andreas Cornelius\c693347d,dk DEN,FW,Parma,it Serie A,26,1993,26,17,1494,16.6,12,3,12,0,0,1,0,0.72,0.18,0.90,0.72,0.90,7.2,7.2,1.6,8.8,0.43,0.10,0.53,0.43,0.53,Matches
562,Maxwel Cornet\beb391dd,ci CIV,FWDF,Lyon,fr Ligue 1,22,1996,22,14,1330,14.8,4,3,4,0,0,1,0,0.27,0.20,0.47,0.27,0.47,2.7,2.7,2.7,5.4,0.18,0.18,0.37,0.18,0.37,Matches
563,Quentin Cornette\5d42d487,fr FRA,FWMF,Amiens,fr Ligue 1,25,1994,13,3,349,3.9,0,2,0,0,0,0,0,0.00,0.52,0.52,0.00,0.52,0.1,0.1,0.8,0.8,0.02,0.20,0.22,0.02,0.22,Matches
564,Ángel Correa\01eb744d,ar ARG,MFFW,Atlético Madrid,es La Liga,24,1995,33,22,2061,22.9,5,6,5,0,0,5,0,0.22,0.26,0.48,0.22,0.48,6.6,6.6,4.1,10.7,0.29,0.18,0.47,0.29,0.47,Matches
565,Joaquín Correa\45b9b619,ar ARG,FWMF,Lazio,it Serie A,24,1994,30,22,2002,22.2,9,2,9,0,1,0,0,0.40,0.09,0.49,0.40,0.49,10.1,9.3,2.8,12.1,0.45,0.13,0.58,0.42,0.54,Matches
566,Rober Correa\46bd3a5b,es ESP,DF,Eibar,es La Liga,26,1992,12,11,929,10.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.02,0.02,0.04,0.02,0.04,Matches
567,Thierry Correia\c78b352d,pt POR,DF,Valencia,es La Liga,20,1999,4,3,259,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Matches
568,Antonio Cortés\31a1288d,es ESP,FWMF,Granada,es La Liga,19,2000,8,2,181,2.0,1,0,1,0,0,2,0,0.50,0.00,0.50,0.50,0.50,0.8,0.8,0.2,1.0,0.38,0.12,0.50,0.38,0.50,Matches
569,Angelo da Costa Júnior\18736214,br BRA,GK,Bologna,it Serie A,35,1983,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
570,Danny da Costa\5ddb8f9f,de GER,DFMF,Eint Frankfurt,de Bundesliga,26,1993,19,15,1389,15.4,1,4,1,0,0,0,0,0.06,0.26,0.32,0.06,0.32,1.3,1.3,3.7,5.0,0.09,0.24,0.32,0.09,0.32,Matches
571,Diego Costa\a190d597,es ESP,FW,Atlético Madrid,es La Liga,30,1988,23,14,1350,15.0,5,4,3,2,3,5,0,0.33,0.27,0.60,0.20,0.47,6.8,4.6,1.8,6.4,0.46,0.12,0.58,0.30,0.43,Matches
572,Douglas Costa\4fa7cb9b,br BRA,FWMF,Juventus,it Serie A,28,1990,23,7,802,8.9,1,4,1,0,0,1,0,0.11,0.45,0.56,0.11,0.56,1.1,1.1,3.3,4.4,0.12,0.37,0.49,0.12,0.49,Matches
573,Jaume Costa\808d48f3,es ESP,DF,Valencia,es La Liga,31,1988,19,15,1389,15.4,0,1,0,0,0,2,1,0.00,0.06,0.06,0.00,0.06,0.1,0.1,0.6,0.6,0.00,0.04,0.04,0.00,0.04,Matches
574,Nuno da Costa\909222de,cv CPV,FWMF,Strasbourg,fr Ligue 1,28,1991,14,4,527,5.9,1,0,1,0,0,4,0,0.17,0.00,0.17,0.17,0.17,1.6,1.6,0.3,1.9,0.28,0.05,0.33,0.28,0.33,Matches
575,David Costas\545e2f01,es ESP,DF,Celta Vigo,es La Liga,24,1995,6,3,338,3.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches
576,Benoît Costil\2434f24a,fr FRA,GK,Bordeaux,fr Ligue 1,32,1987,28,28,2520,28.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
577,Kalifa Coulibaly\9980269a,ml MLI,FW,Nantes,fr Ligue 1,27,1991,21,18,1616,18.0,4,0,4,0,0,1,0,0.22,0.00,0.22,0.22,0.22,5.0,5.0,0.9,5.9,0.28,0.05,0.33,0.28,0.33,Matches
578,Senou Coulibaly\67b7357e,ml MLI,DF,Dijon,fr Ligue 1,24,1994,10,9,666,7.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.06,0.00,0.06,0.06,0.06,Matches
579,Yoann Court\26e4447b,fr FRA,FWMF,Brest,fr Ligue 1,29,1990,23,18,1465,16.3,3,7,3,0,0,6,0,0.18,0.43,0.61,0.18,0.61,1.9,1.9,2.2,4.1,0.12,0.13,0.25,0.12,0.25,Matches
580,Thibaut Courtois\1840e36d,be BEL,GK,Real Madrid,es La Liga,27,1992,34,34,3060,34.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
581,Philippe Coutinho\0ef89a37,br BRA,MFFW,Bayern Munich,de Bundesliga,27,1992,23,15,1411,15.7,8,6,7,1,1,0,0,0.51,0.38,0.89,0.45,0.83,7.7,7.0,3.5,10.5,0.49,0.22,0.72,0.45,0.67,Matches
582,Nicolas Cozza\8f325097,fr FRA,DF,Montpellier,fr Ligue 1,20,1999,7,6,556,6.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
583,Alessio Cragno\f554e29b,it ITA,GK,Cagliari,it Serie A,25,1994,16,16,1440,16.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
584,Aaron Cresswell\4f974391,eng ENG,DF,West Ham,eng Premier League,29,1989,31,31,2727,30.3,3,0,3,0,0,7,0,0.10,0.00,0.10,0.10,0.10,1.3,1.3,1.8,3.1,0.04,0.06,0.10,0.04,0.10,Matches
585,Domenico Criscito\35dd6d80,it ITA,DF,Genoa,it Serie A,32,1986,26,24,2053,22.8,8,0,1,7,9,7,0,0.35,0.00,0.35,0.04,0.04,7.2,0.3,1.4,1.8,0.31,0.06,0.38,0.01,0.08,Matches
586,Bryan Cristante\16657b95,it ITA,MF,Roma,it Serie A,24,1995,26,18,1616,18.0,1,3,1,0,0,7,1,0.06,0.17,0.22,0.06,0.22,1.2,1.2,1.7,2.8,0.07,0.09,0.16,0.07,0.16,Matches
587,Sebastián Cristóforo\3c05c659,uy URU,MF,Fiorentina,it Serie A,25,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.15,0.15,0.00,0.15,Matches
588,Sebastián Cristóforo\3c05c659,uy URU,MF,Eibar,es La Liga,25,1993,18,9,877,9.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.02,0.05,0.08,0.02,0.08,Matches
589,Juan Cuadrado\0ab1f153,co COL,DF,Juventus,it Serie A,31,1988,33,28,2654,29.5,2,5,2,0,0,7,1,0.07,0.17,0.24,0.07,0.24,1.5,1.5,4.5,5.9,0.05,0.15,0.20,0.05,0.20,Matches
590,Cucho\71b47ab9,co COL,FWMF,Mallorca,es La Liga,20,1999,22,17,1487,16.5,5,1,5,0,0,5,1,0.30,0.06,0.36,0.30,0.36,4.2,4.2,1.3,5.5,0.26,0.08,0.34,0.26,0.34,Matches
591,Marc Cucurella\1daec722,es ESP,MFDF,Getafe,es La Liga,21,1998,37,37,3237,36.0,1,5,1,0,0,9,0,0.03,0.14,0.17,0.03,0.17,1.8,1.8,4.7,6.6,0.05,0.13,0.18,0.05,0.18,Matches
592,Iván Cuéllar\75751c99,es ESP,GK,Leganés,es La Liga,35,1984,27,27,2429,27.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
593,Jaume Cuéllar\934e264d,bo BOL,FWMF,SPAL,it Serie A,17,2001,2,1,70,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
594,Mickaël Cuisance\5722eced,fr FRA,MFFW,Bayern Munich,de Bundesliga,19,1999,9,3,307,3.4,1,0,1,0,0,1,0,0.29,0.00,0.29,0.29,0.29,0.6,0.6,0.2,0.8,0.18,0.05,0.23,0.18,0.23,Matches
595,Matheus Cunha\dc62b55d,br BRA,FWMF,Hertha BSC,de Bundesliga,20,1999,11,9,744,8.3,6,0,6,0,0,3,0,0.73,0.00,0.73,0.73,0.73,3.3,3.3,0.4,3.7,0.40,0.05,0.44,0.40,0.44,Matches
596,Matheus Cunha\dc62b55d,br BRA,FWMF,RB Leipzig,de Bundesliga,20,1999,10,2,279,3.1,0,1,0,0,0,0,0,0.00,0.32,0.32,0.00,0.32,2.2,2.2,0.3,2.5,0.71,0.09,0.79,0.71,0.79,Matches
597,Felipe Curcio\8913a9f9,br BRA,DF,Brescia,it Serie A,26,1993,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
598,Patrick Cutrone\a4fe8cda,it ITA,FW,Fiorentina,it Serie A,21,1998,19,9,838,9.3,4,1,4,0,0,1,0,0.43,0.11,0.54,0.43,0.54,4.0,4.0,1.0,5.0,0.43,0.10,0.54,0.43,0.54,Matches
599,Patrick Cutrone\a4fe8cda,it ITA,FW,Wolves,eng Premier League,21,1998,12,3,297,3.3,2,0,2,0,0,0,0,0.61,0.00,0.61,0.61,0.61,2.4,2.4,0.0,2.4,0.72,0.01,0.73,0.72,0.73,Matches
600,Wylan Cyprien\3e092724,fr FRA,MF,Nice,fr Ligue 1,24,1995,20,20,1772,19.7,7,3,2,5,5,3,1,0.36,0.15,0.51,0.10,0.25,6.3,2.5,2.7,5.2,0.32,0.14,0.46,0.13,0.27,Matches
601,Rafael Czichos\b0a0698b,de GER,DF,Köln,de Bundesliga,29,1990,26,26,2207,24.5,1,1,1,0,0,4,1,0.04,0.04,0.08,0.04,0.08,1.2,1.2,0.3,1.6,0.05,0.01,0.07,0.05,0.07,Matches
602,Lennart-Marten Czyborra\7ba1f1ef,de GER,DF,Atalanta,it Serie A,20,1999,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
603,Marco D'Alessandro\060606ec,it ITA,MFDF,SPAL,it Serie A,28,1991,15,10,781,8.7,2,0,2,0,0,0,1,0.23,0.00,0.23,0.23,0.23,0.5,0.5,1.0,1.6,0.06,0.12,0.18,0.06,0.18,Matches
604,Danilo D'Ambrosio\44eb9093,it ITA,DF,Inter,it Serie A,30,1988,22,15,1402,15.6,4,0,4,0,0,6,0,0.26,0.00,0.26,0.26,0.26,1.8,1.8,1.4,3.2,0.12,0.09,0.21,0.12,0.21,Matches
605,Felice D'Amico\0c35d28d,it ITA,MF,Sampdoria,it Serie A,18,2000,2,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,1.02,0.00,1.02,1.02,1.02,Matches
606,Lucas Da Cunha\007faf7a,fr FRA,MF,Rennes,fr Ligue 1,18,2001,2,1,72,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.06,0.13,0.19,0.06,0.19,Matches
607,Jacopo Da Riva\9591723b,it ITA,FW,Atalanta,it Serie A,18,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,2.10,2.10,0.00,2.10,Matches
608,Damien Da Silva\1ec7e1c5,fr FRA,DF,Rennes,fr Ligue 1,31,1988,25,25,2244,24.9,1,2,1,0,0,3,0,0.04,0.08,0.12,0.04,0.12,0.5,0.5,0.9,1.3,0.02,0.04,0.05,0.02,0.05,Matches
609,Moanes Dabbur\eac044ad,il ISR,FW,Hoffenheim,de Bundesliga,27,1992,14,11,766,8.5,4,0,4,0,0,4,0,0.47,0.00,0.47,0.47,0.47,3.0,3.0,0.6,3.5,0.35,0.07,0.42,0.35,0.42,Matches
610,Moanes Dabbur\eac044ad,il ISR,FW,Sevilla,es La Liga,27,1992,2,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.47,0.00,0.47,0.47,0.47,Matches
611,Bryan Dabo\c53083ad,bf BFA,MF,SPAL,it Serie A,27,1992,16,13,1122,12.5,1,4,1,0,0,4,0,0.08,0.32,0.40,0.08,0.40,0.7,0.7,0.8,1.5,0.05,0.06,0.12,0.05,0.12,Matches
612,Colin Dagba\29c02c9f,fr FRA,DF,Paris S-G,fr Ligue 1,20,1998,10,7,668,7.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.00,0.08,0.08,0.00,0.08,Matches
613,Mahmoud Dahoud\db4ed67b,de GER,MF,Dortmund,de Bundesliga,23,1996,12,6,558,6.2,0,1,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,1.1,1.1,0.4,1.5,0.18,0.06,0.23,0.18,0.23,Matches
614,Leon Dajaku\aeaf1bc1,de GER,DFFW,Bayern Munich,de Bundesliga,18,2001,2,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
615,Felipe dal Belo\8cea6319,br BRA,DF,SPAL,it Serie A,35,1984,15,11,997,11.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.06,0.00,0.06,0.06,0.06,Matches
616,Christian Dalle Mura\f32df091,it ITA,MF,Fiorentina,it Serie A,17,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
617,Diogo Dalot\d9565625,pt POR,DFMF,Manchester Utd,eng Premier League,20,1999,4,1,67,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.24,0.00,0.24,0.24,0.24,Matches
618,Charlie Daniels\9d107085,eng ENG,DF,Bournemouth,eng Premier League,32,1986,2,2,126,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.06,0.06,0.00,0.06,Matches
619,Danilo\94b2001f,br BRA,DF,Juventus,it Serie A,28,1991,22,16,1440,16.0,2,0,2,0,0,4,1,0.12,0.00,0.12,0.12,0.12,0.7,0.7,0.6,1.3,0.04,0.04,0.08,0.04,0.08,Matches
620,Scott Dann\52105203,eng ENG,DF,Crystal Palace,eng Premier League,32,1987,16,14,1266,14.1,0,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,0.4,0.4,0.4,0.8,0.03,0.03,0.06,0.03,0.06,Matches
621,Kevin Danso\6e33125f,at AUT,DF,Southampton,eng Premier League,20,1998,6,3,277,3.1,0,1,0,0,0,2,1,0.00,0.32,0.32,0.00,0.32,0.1,0.1,0.2,0.3,0.04,0.06,0.10,0.04,0.10,Matches
622,Dante\fd2bc67d,br BRA,DF,Nice,fr Ligue 1,35,1983,21,21,1890,21.0,1,0,1,0,0,7,0,0.05,0.00,0.05,0.05,0.05,1.2,1.2,0.3,1.4,0.05,0.01,0.07,0.05,0.07,Matches
623,Andrea Danzi\263b855a,it ITA,MF,Hellas Verona,it Serie A,20,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
624,Sergi Darder\070a3904,es ESP,MFFW,Espanyol,es La Liga,25,1993,36,29,2658,29.5,2,1,2,0,0,4,0,0.07,0.03,0.10,0.07,0.10,2.6,2.6,2.0,4.7,0.09,0.07,0.16,0.09,0.16,Matches
625,Vladimír Darida\3eb0f2df,cz CZE,MF,Hertha BSC,de Bundesliga,28,1990,28,25,2256,25.1,3,4,3,0,0,8,1,0.12,0.16,0.28,0.12,0.28,3.1,3.1,3.9,7.0,0.12,0.15,0.28,0.12,0.28,Matches
626,Matteo Darmian\96e0490d,it ITA,DF,Parma,it Serie A,29,1989,33,30,2685,29.8,1,1,1,0,0,6,0,0.03,0.03,0.07,0.03,0.07,0.8,0.8,0.8,1.6,0.03,0.03,0.05,0.03,0.05,Matches
627,Alphonso Davies\d781d855,ca CAN,DF,Bayern Munich,de Bundesliga,18,2000,29,24,2234,24.8,3,5,3,0,0,4,1,0.12,0.20,0.32,0.12,0.32,2.1,2.1,3.6,5.7,0.09,0.15,0.23,0.09,0.23,Matches
628,Ben Davies\44781702,wls WAL,DF,Tottenham,eng Premier League,26,1993,18,16,1431,15.9,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.9,0.01,0.04,0.05,0.01,0.05,Matches
629,Tom Davies\9228b07c,eng ENG,MF,Everton,eng Premier League,21,1998,30,23,2027,22.5,1,0,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,2.0,2.0,0.3,2.3,0.09,0.01,0.10,0.09,0.10,Matches
630,Keinan Davis\9deaf2c8,eng ENG,FW,Aston Villa,eng Premier League,21,1998,18,4,548,6.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.9,1.9,0.2,2.1,0.31,0.03,0.34,0.31,0.34,Matches
631,Paweł Dawidowicz\16bb656a,pl POL,DFMF,Hellas Verona,it Serie A,24,1995,15,7,693,7.7,1,0,1,0,0,4,2,0.13,0.00,0.13,0.13,0.13,0.4,0.4,0.0,0.4,0.05,0.00,0.05,0.05,0.05,Matches
632,Craig Dawson\3e9e06cb,eng ENG,DF,Watford,eng Premier League,29,1990,29,26,2361,26.2,2,0,2,0,0,6,0,0.08,0.00,0.08,0.08,0.08,2.3,2.3,0.3,2.6,0.09,0.01,0.10,0.09,0.10,Matches
633,Kevin De Bruyne\e46012d4,be BEL,MF,Manchester City,eng Premier League,28,1991,35,32,2791,31.0,13,20,11,2,2,3,0,0.42,0.64,1.06,0.35,1.00,7.6,6.1,18.4,24.5,0.24,0.59,0.84,0.20,0.79,Matches
634,Sebastien De Maio\952a03fe,fr FRA,DF,Udinese,it Serie A,32,1987,21,17,1500,16.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.0,0.9,0.05,0.00,0.05,0.05,0.05,Matches
635,Rodrigo De Paul\162efffd,ar ARG,MF,Udinese,it Serie A,25,1994,34,33,2822,31.4,7,6,7,0,0,5,1,0.22,0.19,0.41,0.22,0.41,5.4,5.4,7.0,12.4,0.17,0.22,0.40,0.17,0.40,Matches
636,Mattia De Sciglio\ae4e2852,it ITA,DF,Juventus,it Serie A,26,1992,9,6,471,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
637,Lorenzo De Silvestri\e74f0e59,it ITA,DF,Torino,it Serie A,31,1988,29,28,2243,24.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2.0,2.0,1.6,3.6,0.08,0.06,0.14,0.08,0.14,Matches
638,Lucas Deaux\44f8c299,fr FRA,MF,Nîmes,fr Ligue 1,30,1988,17,15,1335,14.8,2,1,2,0,0,2,0,0.13,0.07,0.20,0.13,0.20,1.3,1.3,0.8,2.2,0.09,0.06,0.15,0.09,0.15,Matches
639,Mathieu Debuchy\92232aad,fr FRA,DF,Saint-Étienne,fr Ligue 1,34,1985,21,20,1769,19.7,1,1,1,0,0,2,0,0.05,0.05,0.10,0.05,0.10,0.9,0.9,1.1,2.0,0.04,0.06,0.10,0.04,0.10,Matches
640,Troy Deeney\82e34b69,eng ENG,FW,Watford,eng Premier League,31,1988,27,26,2225,24.7,10,2,5,5,6,3,0,0.40,0.08,0.49,0.20,0.28,9.8,5.2,3.6,8.8,0.40,0.14,0.54,0.21,0.36,Matches
641,Grégoire Defrel\854ee61a,mq MTQ,FWMF,Sassuolo,it Serie A,28,1991,17,9,980,10.9,3,3,2,1,1,1,0,0.28,0.28,0.55,0.18,0.46,3.3,2.5,1.4,3.9,0.30,0.13,0.43,0.23,0.36,Matches
642,Alessandro Deiola\7f267d66,it ITA,MF,Cagliari,it Serie A,23,1995,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
643,Alessandro Deiola\7f267d66,it ITA,MF,Lecce,it Serie A,23,1995,10,8,717,8.0,1,1,1,0,0,3,0,0.13,0.13,0.25,0.13,0.25,0.4,0.4,0.3,0.7,0.05,0.03,0.09,0.05,0.09,Matches
644,Romain Del Castillo\0be95d34,fr FRA,FWMF,Rennes,fr Ligue 1,23,1996,21,14,1242,13.8,2,5,1,1,1,2,0,0.14,0.36,0.51,0.07,0.43,2.3,1.6,2.9,4.4,0.17,0.21,0.38,0.11,0.32,Matches
645,Thomas Delaine\8332db56,fr FRA,DF,Metz,fr Ligue 1,27,1992,16,14,1254,13.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.7,0.02,0.03,0.05,0.02,0.05,Matches
646,Thomas Delaney\fe641c1a,dk DEN,MF,Dortmund,de Bundesliga,27,1991,11,11,830,9.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.05,0.00,0.06,0.05,0.06,Matches
647,Paul Delecroix\2ee1b96b,fr FRA,GK,Metz,fr Ligue 1,30,1988,2,1,136,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
648,Cristian Dell'Orco\b0243215,it ITA,DF,Lecce,it Serie A,25,1994,14,11,1007,11.2,0,1,0,0,0,2,1,0.00,0.09,0.09,0.00,0.09,0.0,0.0,0.5,0.5,0.00,0.04,0.04,0.00,0.04,Matches
649,Andy Delort\d33c706e,dz ALG,FW,Montpellier,fr Ligue 1,27,1991,26,26,2280,25.3,9,3,9,0,2,5,0,0.36,0.12,0.47,0.36,0.47,10.9,9.4,4.1,13.5,0.43,0.16,0.59,0.37,0.53,Matches
650,Fabian Delph\111c3236,eng ENG,MF,Everton,eng Premier League,29,1989,16,13,1190,13.2,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.00,0.02,0.03,0.00,0.03,Matches
651,Moussa Dembélé\e7986081,fr FRA,FW,Lyon,fr Ligue 1,23,1996,27,24,2188,24.3,16,2,12,4,5,3,0,0.66,0.08,0.74,0.49,0.58,11.6,7.8,1.8,9.6,0.48,0.07,0.55,0.32,0.40,Matches
652,Ousmane Dembélé\b19db005,fr FRA,FW,Barcelona,es La Liga,22,1997,5,3,357,4.0,1,0,1,0,0,1,1,0.25,0.00,0.25,0.25,0.25,1.0,1.0,0.6,1.6,0.25,0.15,0.40,0.25,0.40,Matches
653,Merih Demiral\e3cceee6,tr TUR,DF,Juventus,it Serie A,21,1998,6,5,418,4.6,1,1,1,0,0,1,0,0.22,0.22,0.43,0.22,0.43,0.4,0.4,0.3,0.7,0.09,0.06,0.14,0.09,0.14,Matches
654,Kerem Demirbay\54b4dc4e,de GER,MF,Leverkusen,de Bundesliga,26,1993,25,18,1573,17.5,1,5,1,0,0,4,1,0.06,0.29,0.34,0.06,0.34,2.8,2.8,3.8,6.6,0.16,0.22,0.38,0.16,0.38,Matches
655,Diego Demme\dc3fa3b5,de GER,MF,RB Leipzig,de Bundesliga,27,1991,17,14,1211,13.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.1,1.5,0.03,0.08,0.11,0.03,0.11,Matches
656,Diego Demme\dc3fa3b5,de GER,MF,Napoli,it Serie A,27,1991,15,10,902,10.0,1,0,1,0,0,6,0,0.10,0.00,0.10,0.10,0.10,0.3,0.3,0.4,0.7,0.03,0.04,0.07,0.03,0.07,Matches
657,Jason Denayer\47af88b8,be BEL,DF,Lyon,fr Ligue 1,24,1995,25,24,2131,23.7,0,1,0,0,0,0,0,0.00,0.04,0.04,0.00,0.04,0.8,0.8,0.2,0.9,0.03,0.01,0.04,0.03,0.04,Matches
658,Leander Dendoncker\5a7301ae,be BEL,MFDF,Wolves,eng Premier League,24,1995,38,32,2795,31.1,4,0,4,0,0,5,0,0.13,0.00,0.13,0.13,0.13,1.6,1.6,0.6,2.1,0.05,0.02,0.07,0.05,0.07,Matches
659,Kevin Denkey\0d3585b5,tg TOG,FWMF,Nîmes,fr Ligue 1,18,2000,17,6,603,6.7,3,1,3,0,0,1,0,0.45,0.15,0.60,0.45,0.60,1.6,1.6,0.4,2.0,0.24,0.06,0.30,0.24,0.30,Matches
660,Stefano Denswil\5832ebfe,nl NED,DF,Bologna,it Serie A,26,1993,26,25,2240,24.9,0,1,0,0,0,7,1,0.00,0.04,0.04,0.00,0.04,1.1,1.1,0.5,1.6,0.04,0.02,0.06,0.04,0.06,Matches
661,Fabio Depaoli\d97f2e8d,it ITA,MFDF,Sampdoria,it Serie A,22,1997,29,21,1854,20.6,0,1,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,1.5,1.5,2.2,3.7,0.07,0.11,0.18,0.07,0.18,Matches
662,Memphis Depay\8f696594,nl NED,FWMF,Lyon,fr Ligue 1,25,1994,13,12,1018,11.3,9,2,8,1,1,0,0,0.80,0.18,0.97,0.71,0.88,5.0,4.2,2.9,7.1,0.44,0.26,0.70,0.37,0.63,Matches
663,Kastriot Dermaku\2990c466,al ALB,DF,Parma,it Serie A,27,1992,16,10,1026,11.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.8,0.07,0.00,0.07,0.07,0.07,Matches
664,Daniele Dessena\02b2937c,it ITA,MF,Brescia,it Serie A,32,1987,24,22,1869,20.8,2,0,2,0,0,7,1,0.10,0.00,0.10,0.10,0.10,1.3,1.3,0.2,1.5,0.06,0.01,0.07,0.06,0.07,Matches
665,Mattia Destro\d7d32194,it ITA,FW,Bologna,it Serie A,28,1991,5,2,185,2.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.9,1.3,0.21,0.43,0.65,0.21,0.65,Matches
