Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
106,Houssem Aouar\a5db0bec,fr FRA,MF,Lyon,fr Ligue 1,20,1998,37,35,3061,34.0,7,7,7,0,0,2,0,0.21,0.21,0.41,0.21,0.41,7.5,7.5,3.3,10.8,0.22,0.10,0.32,0.22,0.32,Matches
107,Emmanuel Apeh\a230ebcc,ng NGA,MF,Celta Vigo,es La Liga,21,1996,2,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.43,0.43,0.00,0.43,Matches
108,Mauro Arambarri\58afe001,uy URU,MF,Getafe,es La Liga,22,1995,33,32,2676,29.7,1,2,1,0,0,8,0,0.03,0.07,0.10,0.03,0.10,1.4,1.4,1.6,3.0,0.05,0.05,0.10,0.05,0.10,Matches
109,Guilherme Arana\2b15a82a,br BRA,MFDF,Sevilla,es La Liga,21,1997,9,8,629,7.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.03,0.02,0.04,0.03,0.04,Matches
110,Charles Aránguiz\56413b1f,cl CHI,MF,Leverkusen,de Bundesliga,29,1989,24,22,1891,21.0,2,7,2,0,0,3,0,0.10,0.33,0.43,0.10,0.43,1.4,1.4,2.8,4.1,0.07,0.13,0.20,0.07,0.20,Matches
111,Luiz Araújo\fa18c72e,br BRA,FWMF,Lille,fr Ligue 1,22,1996,25,6,781,8.7,3,2,3,0,0,2,1,0.35,0.23,0.58,0.35,0.58,2.4,2.4,1.2,3.6,0.28,0.13,0.41,0.28,0.41,Matches
112,Néstor Araujo\27a013f7,mx MEX,DF,Celta Vigo,es La Liga,26,1991,32,30,2682,29.8,3,0,3,0,0,3,1,0.10,0.00,0.10,0.10,0.10,1.7,1.7,0.3,2.0,0.06,0.01,0.07,0.06,0.07,Matches
113,Anaitz Arbilla\850c0a0d,es ESP,DF,Eibar,es La Liga,31,1987,25,22,1950,21.7,1,2,1,0,0,6,1,0.05,0.09,0.14,0.05,0.14,0.8,0.8,0.4,1.2,0.04,0.02,0.06,0.04,0.06,Matches
114,Joaquín Ardaiz\eb823875,uy URU,FW,Frosinone,it Serie A,19,1999,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
115,Alphonse Areola\2f965a72,fr FRA,GK,Paris S-G,fr Ligue 1,25,1993,21,21,1890,21.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
116,Santiago Arias\fdd60087,co COL,DF,Atlético Madrid,es La Liga,26,1992,25,20,1772,19.7,1,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,0.4,0.4,1.0,1.4,0.02,0.05,0.07,0.02,0.07,Matches
117,Lorenzo Ariaudo\68b78c2a,it ITA,DF,Frosinone,it Serie A,29,1989,19,19,1682,18.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.9,0.03,0.01,0.05,0.03,0.05,Matches
118,Nicolò Armini\2f7407fa,it ITA,DF,Lazio,it Serie A,17,2001,1,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
119,Yoël Armougom\9dd5da03,fr FRA,DFMF,Caen,fr Ligue 1,20,1998,29,20,1853,20.6,0,1,0,0,0,5,1,0.00,0.05,0.05,0.00,0.05,0.2,0.2,1.4,1.5,0.01,0.07,0.07,0.01,0.07,Matches
120,Stuart Armstrong\97333cf5,sct SCO,MFFW,Southampton,eng Premier League,26,1992,29,16,1432,15.9,3,2,3,0,0,2,0,0.19,0.13,0.31,0.19,0.31,2.4,2.4,1.5,3.8,0.15,0.09,0.24,0.15,0.24,Matches
121,José Arnaiz\46e07328,es ESP,DFMF,Leganés,es La Liga,23,1995,6,0,113,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.05,0.08,0.14,0.05,0.14,Matches
122,Marko Arnautović\00459419,at AUT,FW,West Ham,eng Premier League,29,1989,28,24,1990,22.1,10,4,9,1,1,3,0,0.45,0.18,0.63,0.41,0.59,9.5,8.7,3.8,12.5,0.43,0.17,0.60,0.40,0.56,Matches
123,Maximilian Arnold\86e119e0,de GER,MF,Wolfsburg,de Bundesliga,24,1994,33,33,2872,31.9,2,6,2,0,0,7,0,0.06,0.19,0.25,0.06,0.25,2.0,2.0,3.4,5.4,0.06,0.11,0.17,0.06,0.17,Matches
124,Kepa Arrizabalaga\28d596a0,es ESP,GK,Chelsea,eng Premier League,23,1994,36,36,3240,36.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
125,Harry Arter\2f4c5a52,ie IRL,MF,Cardiff City,eng Premier League,28,1989,25,24,1997,22.2,0,1,0,0,0,10,0,0.00,0.05,0.05,0.00,0.05,1.1,1.1,0.6,1.7,0.05,0.03,0.08,0.05,0.08,Matches
126,Kwadwo Asamoah\089550f5,gh GHA,DF,Inter,it Serie A,29,1988,32,30,2671,29.7,0,1,0,0,0,6,0,0.00,0.03,0.03,0.00,0.03,0.2,0.2,1.5,1.8,0.01,0.05,0.06,0.01,0.06,Matches
127,Takuma Asano\13ddc856,jp JPN,MFFW,Hannover 96,de Bundesliga,23,1994,13,9,699,7.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.5,1.6,0.14,0.06,0.20,0.14,0.20,Matches
128,Santiago Ascacíbar\e26fcca3,ar ARG,MF,Stuttgart,de Bundesliga,21,1997,27,27,2428,27.0,0,0,0,0,0,10,1,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.7,2.1,0.05,0.03,0.08,0.05,0.08,Matches
129,Sergio Asenjo\9f0ea33f,es ESP,GK,Villarreal,es La Liga,29,1989,32,32,2880,32.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
130,Marco Asensio\45af8a54,es ESP,FW,Real Madrid,es La Liga,22,1996,30,19,1779,19.8,1,4,1,0,0,3,0,0.05,0.20,0.25,0.05,0.25,4.4,4.4,4.0,8.4,0.22,0.20,0.43,0.22,0.43,Matches
131,Iago Aspas\7dcf86f6,es ESP,FW,Celta Vigo,es La Liga,30,1987,27,26,2251,25.0,20,6,15,5,5,5,0,0.80,0.24,1.04,0.60,0.84,13.2,9.4,5.3,14.7,0.53,0.21,0.74,0.37,0.59,Matches
132,Simon Asta\dfc85b89,de GER,DF,Augsburg,de Bundesliga,17,2001,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,Matches
133,Youcef Atal\6a827d8e,dz ALG,DFMF,Nice,fr Ligue 1,22,1996,29,25,2263,25.1,6,0,6,0,1,8,0,0.24,0.00,0.24,0.24,0.24,3.6,2.9,3.3,6.2,0.14,0.13,0.28,0.11,0.25,Matches
134,Christian Atsu\8816329f,gh GHA,MFFW,Newcastle Utd,eng Premier League,26,1992,28,15,1493,16.6,1,0,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,2.2,2.2,1.2,3.4,0.13,0.07,0.20,0.13,0.20,Matches
135,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Arsenal,eng Premier League,29,1989,36,30,2726,30.3,22,5,18,4,5,0,0,0.73,0.17,0.89,0.59,0.76,20.1,16.2,4.2,20.4,0.67,0.14,0.80,0.53,0.67,Matches
136,Emil Audero\649b01d8,it ITA,GK,Sampdoria,it Serie A,21,1997,36,36,3240,36.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
137,Jean-Kévin Augustin\97bfa797,fr FRA,FW,RB Leipzig,de Bundesliga,21,1997,17,4,461,5.1,3,0,3,0,0,0,0,0.59,0.00,0.59,0.59,0.59,2.5,2.5,0.9,3.4,0.49,0.17,0.66,0.49,0.66,Matches
138,Ludwig Augustinsson\9fec8860,se SWE,DF,Werder Bremen,de Bundesliga,24,1994,34,34,3026,33.6,1,4,1,0,0,5,0,0.03,0.12,0.15,0.03,0.15,1.3,1.3,2.6,3.9,0.04,0.08,0.11,0.04,0.11,Matches
139,Serge Aurier\5c2b4f07,ci CIV,DFMF,Tottenham,eng Premier League,25,1992,8,6,564,6.3,0,2,0,0,0,1,0,0.00,0.32,0.32,0.00,0.32,0.1,0.1,0.6,0.7,0.02,0.09,0.11,0.02,0.11,Matches
140,Charlie Austin\8d228291,eng ENG,FW,Southampton,eng Premier League,29,1989,25,11,983,10.9,2,2,2,0,1,1,0,0.18,0.18,0.37,0.18,0.37,3.5,2.9,0.4,3.3,0.32,0.04,0.35,0.27,0.30,Matches
141,Ezequiel Ávila\253a06b9,ar ARG,FWMF,Huesca,es La Liga,24,1994,34,20,1997,22.2,10,2,9,1,1,12,1,0.45,0.09,0.54,0.41,0.50,6.6,5.9,2.7,8.6,0.30,0.12,0.42,0.27,0.39,Matches
142,Jordan Ayew\da052c14,gh GHA,FW,Crystal Palace,eng Premier League,26,1991,20,14,1181,13.1,1,2,1,0,0,3,0,0.08,0.15,0.23,0.08,0.23,2.7,2.7,0.9,3.6,0.21,0.07,0.28,0.21,0.28,Matches
143,Kaan Ayhan\2200181e,tr TUR,DF,Düsseldorf,de Bundesliga,23,1994,28,28,2449,27.2,4,1,4,0,0,10,0,0.15,0.04,0.18,0.15,0.18,2.3,2.3,0.4,2.7,0.09,0.01,0.10,0.09,0.10,Matches
144,Floyd Ayité\fd5888a0,tg TOG,FWMF,Fulham,eng Premier League,29,1988,16,3,476,5.3,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,0.3,0.3,0.3,0.7,0.07,0.06,0.13,0.07,0.13,Matches
145,César Azpilicueta\53cad200,es ESP,DF,Chelsea,eng Premier League,28,1989,38,38,3402,37.8,1,5,1,0,0,4,0,0.03,0.13,0.16,0.03,0.16,0.8,0.8,2.5,3.3,0.02,0.07,0.09,0.02,0.09,Matches
146,Abdoulaye Ba\1f54ed90,sn SEN,DF,Rayo Vallecano,es La Liga,27,1991,26,25,2110,23.4,1,0,1,0,0,4,2,0.04,0.00,0.04,0.04,0.04,1.1,1.1,0.0,1.2,0.05,0.00,0.05,0.05,0.05,Matches
147,Florian Baak\150d5992,de GER,MF,Hertha BSC,de Bundesliga,19,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
148,Ludovic Baal\d3ce9f1f,gf GUF,DF,Rennes,fr Ligue 1,32,1986,2,1,126,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
149,Khouma Babacar\422ec08a,sn SEN,FW,Sassuolo,it Serie A,25,1993,29,16,1488,16.5,7,2,5,2,2,0,0,0.42,0.12,0.54,0.30,0.42,7.8,6.3,1.1,7.4,0.47,0.07,0.54,0.38,0.45,Matches
150,Ryan Babel\6438d426,nl NED,FW,Fulham,eng Premier League,31,1986,16,15,1251,13.9,5,3,5,0,0,3,0,0.36,0.22,0.58,0.36,0.58,4.7,4.7,2.3,7.0,0.34,0.16,0.50,0.34,0.50,Matches
151,Carlos Bacca\09a9e921,co COL,FW,Villarreal,es La Liga,31,1986,33,12,1270,14.1,6,1,5,1,1,3,0,0.43,0.07,0.50,0.35,0.43,5.7,5.0,2.2,7.2,0.41,0.16,0.56,0.35,0.51,Matches
152,Juninho Bacuna\aaf1bf05,cw CUW,MFDF,Huddersfield,eng Premier League,20,1997,21,16,1412,15.7,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,0.5,0.5,1.6,2.1,0.03,0.10,0.13,0.03,0.13,Matches
153,Leandro Bacuna\9dc69d38,cw CUW,MFDF,Cardiff City,eng Premier League,26,1991,11,4,561,6.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.02,0.01,0.02,Matches
154,Milan Badelj\e8c930bb,hr CRO,MF,Lazio,it Serie A,29,1989,23,14,1141,12.7,1,0,1,0,0,6,0,0.08,0.00,0.08,0.08,0.08,0.5,0.5,0.6,1.1,0.04,0.04,0.08,0.04,0.08,Matches
155,Benoît Badiashile\06df8256,fr FRA,DF,Monaco,fr Ligue 1,17,2001,20,20,1762,19.6,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,0.6,0.6,0.1,0.7,0.03,0.00,0.03,0.03,0.03,Matches
156,Holger Badstuber\45b7edae,de GER,DF,Stuttgart,de Bundesliga,29,1989,10,5,522,5.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
157,Stéphane Bahoken\5046b7d4,cm CMR,FW,Angers,fr Ligue 1,26,1992,32,31,2469,27.4,11,1,9,2,3,3,0,0.40,0.04,0.44,0.33,0.36,8.9,6.6,2.9,9.5,0.32,0.10,0.43,0.24,0.35,Matches
158,Daniel Baier\f261abcb,de GER,MF,Augsburg,de Bundesliga,34,1984,33,33,2815,31.3,0,1,0,0,0,7,0,0.00,0.03,0.03,0.00,0.03,0.8,0.8,1.5,2.3,0.03,0.05,0.07,0.03,0.07,Matches
159,Leon Bailey\3a233281,jm JAM,FWMF,Leverkusen,de Bundesliga,20,1997,29,21,1914,21.3,5,1,5,0,0,4,0,0.24,0.05,0.28,0.24,0.28,5.7,5.7,3.6,9.3,0.27,0.17,0.44,0.27,0.44,Matches
160,Eric Bailly\a1232f4e,ci CIV,DF,Manchester Utd,eng Premier League,24,1994,12,8,638,7.1,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Matches
161,Leighton Baines\b18095b6,eng ENG,DF,Everton,eng Premier League,33,1984,6,5,375,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05,Matches
162,Marvin Bakalorz\04c11885,de GER,MF,Hannover 96,de Bundesliga,28,1989,25,16,1470,16.3,1,0,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,0.5,0.5,0.5,1.0,0.03,0.03,0.06,0.03,0.06,Matches
163,Tiemoué Bakayoko\59bf127b,fr FRA,MF,Milan,it Serie A,23,1994,31,26,2301,25.6,1,1,1,0,0,6,1,0.04,0.04,0.08,0.04,0.08,1.4,1.4,1.7,3.1,0.05,0.07,0.12,0.05,0.12,Matches
164,Ridle Baku\442b56fa,de GER,MF,Mainz 05,de Bundesliga,20,1998,15,10,937,10.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.9,1.5,0.06,0.09,0.15,0.06,0.15,Matches
165,Fabián Balbuena\3626f7d9,py PAR,DF,West Ham,eng Premier League,26,1991,23,23,2013,22.4,1,0,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,2.1,2.1,0.1,2.2,0.09,0.00,0.10,0.09,0.10,Matches
166,Keita Baldé\509a4ccb,sn SEN,FWMF,Inter,it Serie A,23,1995,24,8,889,9.9,5,2,5,0,0,2,1,0.51,0.20,0.71,0.51,0.71,3.4,3.4,1.7,5.2,0.35,0.18,0.52,0.35,0.52,Matches
167,Gareth Bale\a58bb1e1,wls WAL,FW,Real Madrid,es La Liga,29,1989,29,21,1786,19.8,8,3,7,1,1,4,0,0.40,0.15,0.55,0.35,0.50,8.3,7.5,2.3,9.8,0.42,0.12,0.53,0.38,0.50,Matches
168,Mikel Balenziaga\1fe67e86,es ESP,DF,Athletic Club,es La Liga,30,1988,11,6,523,5.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.07,0.08,0.00,0.08,Matches
169,Andrija Balić\9be4ee80,hr CRO,MFFW,Udinese,it Serie A,20,1997,4,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.08,0.28,0.36,0.08,0.36,Matches
170,Fodé Ballo-Touré\f449640d,sn SEN,DF,Lille,fr Ligue 1,21,1997,18,18,1593,17.7,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,1.2,1.4,0.01,0.07,0.08,0.01,0.08,Matches
171,Fodé Ballo-Touré\f449640d,sn SEN,DF,Monaco,fr Ligue 1,21,1997,18,18,1594,17.7,0,3,0,0,0,4,0,0.00,0.17,0.17,0.00,0.17,0.3,0.3,2.6,2.9,0.02,0.15,0.16,0.02,0.16,Matches
172,Florent Balmont\4e7bfc23,fr FRA,MF,Dijon,fr Ligue 1,38,1980,20,15,1076,12.0,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.9,1.0,0.01,0.08,0.09,0.01,0.09,Matches
173,Leon Balogun\78e68b4d,ng NGA,DF,Brighton,eng Premier League,30,1988,8,5,594,6.6,1,0,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Matches
174,Mario Balotelli\8ff07990,it ITA,FW,Marseille,fr Ligue 1,27,1990,15,12,933,10.4,8,0,8,0,0,5,1,0.77,0.00,0.77,0.77,0.77,5.6,5.6,0.3,5.9,0.54,0.03,0.57,0.54,0.57,Matches
175,Mario Balotelli\8ff07990,it ITA,FW,Nice,fr Ligue 1,27,1990,10,9,752,8.4,0,1,0,0,0,5,0,0.00,0.12,0.12,0.00,0.12,2.4,2.4,1.0,3.5,0.29,0.12,0.41,0.29,0.41,Matches
176,Abdoulaye Bamba\7fecbcdb,ci CIV,DF,Angers,fr Ligue 1,28,1990,30,29,2573,28.6,0,4,0,0,0,6,0,0.00,0.14,0.14,0.00,0.14,0.2,0.2,1.6,1.7,0.01,0.05,0.06,0.01,0.06,Matches
177,Jonathan Bamba\b2bd0f6c,fr FRA,FWMF,Lille,fr Ligue 1,22,1996,38,35,3004,33.4,13,3,12,1,1,4,0,0.39,0.09,0.48,0.36,0.45,8.2,7.4,6.0,13.5,0.25,0.18,0.43,0.22,0.40,Matches
178,Sol Bamba\5534217d,ci CIV,DF,Cardiff City,eng Premier League,33,1985,28,28,2474,27.5,4,1,4,0,0,7,0,0.15,0.04,0.18,0.15,0.18,2.6,2.6,0.4,2.9,0.09,0.01,0.11,0.09,0.11,Matches
179,Yacine Bammou\a1d04509,ma MAR,FWMF,Caen,fr Ligue 1,26,1991,17,9,923,10.3,2,0,1,1,1,2,0,0.20,0.00,0.20,0.10,0.10,1.2,0.5,0.5,1.0,0.12,0.05,0.17,0.05,0.10,Matches
180,Éver Banega\fa937f7a,ar ARG,MF,Sevilla,es La Liga,30,1988,32,32,2667,29.6,3,5,1,2,2,17,2,0.10,0.17,0.27,0.03,0.20,3.2,1.7,3.4,5.1,0.11,0.11,0.22,0.06,0.17,Matches
181,Mattia Bani\0821331c,it ITA,DF,Chievo,it Serie A,24,1993,30,29,2610,29.0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.3,1.4,0.04,0.01,0.05,0.04,0.05,Matches
182,Léo Baptistão\35f6db55,br BRA,FWMF,Espanyol,es La Liga,25,1992,20,14,1233,13.7,2,2,1,1,1,3,0,0.15,0.15,0.29,0.07,0.22,4.7,4.0,2.7,6.7,0.35,0.20,0.54,0.29,0.49,Matches
183,Antonín Barák\01efac19,cz CZE,MFFW,Udinese,it Serie A,23,1994,8,4,329,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.3,0.07,0.01,0.09,0.07,0.09,Matches
184,Federico Barba\c010b898,it ITA,DF,Chievo,it Serie A,24,1993,30,29,2483,27.6,0,0,0,0,0,6,2,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.2,1.9,0.03,0.04,0.07,0.03,0.07,Matches
185,Danilo Barbosa\0557ff4f,br BRA,MF,Nice,fr Ligue 1,22,1996,22,18,1548,17.2,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,2.6,2.6,0.7,3.3,0.15,0.04,0.19,0.15,0.19,Matches
186,Enis Bardhi\cac2537b,mk MKD,MF,Levante,es La Liga,23,1995,36,31,2836,31.5,3,4,3,0,0,6,0,0.10,0.13,0.22,0.10,0.22,3.7,3.7,2.8,6.5,0.12,0.09,0.21,0.12,0.21,Matches
187,Francesco Bardi\0acda699,it ITA,GK,Frosinone,it Serie A,26,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
188,Phil Bardsley\1ae30132,sct SCO,DF,Burnley,eng Premier League,33,1985,19,19,1670,18.6,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.8,1.0,0.01,0.04,0.05,0.01,0.05,Matches
189,Nicolò Barella\6928979a,it ITA,MFFW,Cagliari,it Serie A,21,1997,35,35,3107,34.5,1,3,1,0,1,10,2,0.03,0.09,0.12,0.03,0.12,2.9,2.1,3.1,5.2,0.08,0.09,0.17,0.06,0.15,Matches
190,Philipp Bargfrede\3f7cd8f1,de GER,MFDF,Werder Bremen,de Bundesliga,29,1989,15,13,1079,12.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.02,0.03,0.01,0.03,Matches
191,Antonino Barillà\a64cbd35,it ITA,MF,Parma,it Serie A,30,1988,31,30,2618,29.1,3,2,3,0,0,10,0,0.10,0.07,0.17,0.10,0.17,2.3,2.3,1.8,4.1,0.08,0.06,0.14,0.08,0.14,Matches
192,Ross Barkley\3a24769f,eng ENG,MF,Chelsea,eng Premier League,24,1993,27,13,1245,13.8,3,5,3,0,0,1,0,0.22,0.36,0.58,0.22,0.58,3.8,3.8,2.0,5.8,0.28,0.15,0.42,0.28,0.42,Matches
193,Aymen Barkok\a2a85828,ma MAR,MF,Düsseldorf,de Bundesliga,20,1998,12,4,510,5.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.04,0.03,0.07,0.04,0.07,Matches
194,Ashley Barnes\2691c772,eng ENG,FW,Burnley,eng Premier League,28,1989,37,26,2388,26.5,12,2,10,2,2,8,0,0.45,0.08,0.53,0.38,0.45,11.5,10.0,3.5,13.5,0.43,0.13,0.57,0.38,0.51,Matches
195,Harvey Barnes\3ea50f67,eng ENG,FWMF,Leicester City,eng Premier League,20,1997,16,11,1004,11.2,1,2,1,0,0,0,0,0.09,0.18,0.27,0.09,0.27,3.2,3.2,1.4,4.6,0.28,0.13,0.41,0.28,0.41,Matches
196,Antonio Barragán\487d9b09,es ESP,DFMF,Betis,es La Liga,31,1987,14,12,934,10.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.8,1.0,0.02,0.07,0.09,0.02,0.09,Matches
197,Antonio Barreca\6a189491,it ITA,DF,Newcastle Utd,eng Premier League,23,1995,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
198,Antonio Barreca\6a189491,it ITA,DF,Monaco,fr Ligue 1,23,1995,7,7,593,6.6,0,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,0.4,0.6,0.02,0.07,0.09,0.02,0.09,Matches
199,Leandro Barreiro Martins\00242b75,lu LUX,MF,Mainz 05,de Bundesliga,18,2000,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04,Matches
200,Ander Barrenetxea\200e89e1,es ESP,FWMF,Real Sociedad,es La Liga,16,2001,9,5,399,4.4,1,0,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,0.4,0.4,0.6,1.0,0.08,0.14,0.22,0.08,0.22,Matches
201,Édgar Barreto\43a1bea5,py PAR,MF,Sampdoria,it Serie A,34,1984,12,9,785,8.7,0,2,0,0,0,2,0,0.00,0.23,0.23,0.00,0.23,0.6,0.6,1.3,2.0,0.07,0.15,0.22,0.07,0.22,Matches
202,Musa Barrow\e5bf73f3,gm GAM,FWMF,Atalanta,it Serie A,19,1998,22,6,601,6.7,1,2,1,0,0,0,0,0.15,0.30,0.45,0.15,0.45,3.0,3.0,0.8,3.8,0.46,0.12,0.58,0.46,0.58,Matches
203,Fin Bartels\acc7b7ec,de GER,FW,Werder Bremen,de Bundesliga,31,1987,2,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
204,Marc Bartra\b742cc0d,es ESP,DF,Betis,es La Liga,27,1991,33,33,2928,32.5,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,0.7,0.7,0.4,1.1,0.02,0.01,0.03,0.02,0.03,Matches
205,Andrea Barzagli\7c0000fd,it ITA,DF,Juventus,it Serie A,37,1981,7,4,260,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
206,Daniele Baselli\ea06dd97,it ITA,MF,Torino,it Serie A,26,1992,34,27,2379,26.4,4,1,4,0,0,5,0,0.15,0.04,0.19,0.15,0.19,2.7,2.7,3.3,6.0,0.10,0.13,0.23,0.10,0.23,Matches
207,Toma Bašić\80556f08,hr CRO,MF,Bordeaux,fr Ligue 1,21,1996,23,16,1333,14.8,2,0,2,0,0,3,0,0.14,0.00,0.14,0.14,0.14,1.3,1.3,2.2,3.5,0.09,0.15,0.23,0.09,0.23,Matches
208,Thomas Basila\65391fa7,fr FRA,DF,Nantes,fr Ligue 1,19,1999,2,1,92,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
209,Borja Bastón\8c44e37b,es ESP,FW,Alavés,es La Liga,25,1992,27,18,1439,16.0,5,1,5,0,0,4,0,0.31,0.06,0.38,0.31,0.38,5.7,5.7,1.1,6.7,0.35,0.07,0.42,0.35,0.42,Matches
210,Alessandro Bastoni\75b86fb3,it ITA,DF,Parma,it Serie A,19,1999,24,18,1690,18.8,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,0.6,0.6,0.2,0.8,0.03,0.01,0.05,0.03,0.05,Matches
211,Bastos\c01c66d9,ao ANG,DF,Lazio,it Serie A,27,1991,18,11,1139,12.7,1,0,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,0.9,0.9,0.0,0.9,0.07,0.00,0.07,0.07,0.07,Matches
212,Michy Batshuayi\2973d8ff,be BEL,FW,Valencia,es La Liga,24,1993,15,4,527,5.9,1,0,1,0,0,3,0,0.17,0.00,0.17,0.17,0.17,2.3,2.3,0.7,2.9,0.39,0.12,0.50,0.39,0.50,Matches
